"product","rating","helpful","reviewdate","user","summary","content"
"B00008G9GX","5","4","2004-04-19","heldenzeit","ein geniales Werk!!!","für mich eine der besten Platten 2003 und sicher eine, über deren Besitz ich mich am meisten freue. Durchgehend alle Lieder sind sehr gut und der Sound begeistert einfach. Mein Lieblingssong eindeutig &quot;Positivity&quot;"
"6305459525","5","1","2002-02-04","hannessproetze","Unsere große Nonnie wie eh und je!","Alle auf der Vhs enthaltenen Video-Clips sind einmalig.&lt;BR&gt;Da kann unsere Amateur-Madonna &quot;Britney Spears&quot; sowieso&lt;BR&gt;nicht mithalten. Obwohl einige Clips recht anstößig sind,&lt;BR&gt;hat jedoch jeder Clip Stil und Charm.&lt;BR&gt;Ich kann jedem dieses super Video nur empfehlen."
"6305459525","3","9","2001-11-10","guest","Tolle Clips, aber miese Ausstattung für eine DVD","Tolle Madonna-Clips, allerdings eine bestenfalls durchschnittliche Bild- u. Tonqualitätä und keine Extras"
"B0002VF5V6","5","1","2005-10-31","thomasschlemminger","Es geht nicht besser!!!","Ich will nicht viele Worte verlieren: Das definitiv BESTE was Meat Loaf je gemacht hat. Ein absolut gewaltiger Sound und eine perfekte Bildqualität machen dieses Konzert zu einem wirklichen Vergnügen!!!!! Ein absolutes MUSS!!!!!!!!!"
"B000087I1D","5","2","2003-08-06","havebr","Der WAHNSINN","Das Teil ist der absolute Überhammer ! Eigentlich langen hier keine 5 Sterne.Wie 3 Mann so ein Wahnsinnskonzert auf die Beine stellen können,WOW.Also diese DVD unbedingt kaufen und nie wieder hergeben!!!&lt;BR&gt;Hier gibts Gänsehaut PUR!!!!!!!"
"B00006JOAL","4","0","2002-12-12","mkoerpa","Zodiac Mindwarp endlich zurück","Tja...da kann man nur sagen: &quot;Hut ab&quot;!!! Die alten Rocker sind wieder da und haben natürlich hier und da etwas abgekupfert, aber durchaus noch ihren alten Stil. Produktion hätte wirklich etwas besser sein können.....aber ansonsten....tadellos!!!!!!!!!! Anspieltip : 20000 Women ......wo bleibt die Zensur??? :-)"
"B0000630XI","4","2","2003-07-19","mjoelnirrr","Weg mit dem Keyboard, es wird wieder gerockt!","Enttäuscht ein ehemaliger Held mal, wittern alte Fans Verrat, und lassen kaum ein gutes Haar an ihrem Ex-Liebling. Zusammenhänge zu irgendwelchen Kommerzialisierungsgelüsten werden herbeigezerrt. Doch keine Sorge - es ist auch hier nicht &quot;Nu Metal&quot;, um Gottes Willen! Dieses Danzig-Album bietet absolut unkommerziellen, harten Metal, mit weit weniger Industrial-Einflüssen, als bei Satan's Child. Firemass klingt natürlich keineswegs nach &quot;Beautiful People&quot; ;) die Strophe wird lediglich durch ein Stakatto-Riff unterlegt, wie eine 9stellige Zahl anderer Metalnummern seit 1969 auch. &lt;BR&gt;Nein, Danzig zieht auch hier wieder sein Ding durch, was zwar einerseits eine Rückbesinnung auf weniger schwerfälligen, blusigeren Heavy Metal bedeutet, andererseits dennoch nicht mehr die Begeisterung früherer Werke wecken kann, weil seine Stimme nunmal nicht mehr nach &quot;Evil Elvis&quot; bzw &quot;Evil Jim Morrison&quot; klingt, sondern eher nach &quot;Evil Stimmbruch&quot;. Entsprechend gehemmt wirkt er bei seines Gesangesleistungen. Gute Songs gibt's dennoch auch hier. Aus meiner Sicht stellen &quot;Liberskull&quot;, &quot;The Coldest Sun&quot;, &quot;Halo Goddess Bone&quot; die verdammt harten &quot;I Luciferi&quot; und &quot;Nacked Witch&quot; sowie die halb-Ballade &quot;Dead Inside&quot; (erinnert etwas an &quot;How The Gods Kill&quot;) die Höhepunkte dar. An alte Danzig-Klassiker ala &quot;Mother&quot;, &quot;Under Her Black...&quot;, &quot;Dirty Black Summer&quot; oder &quot;I Don't Mind The Pain&quot; reicht keines der Lieder, und der frühere Charme des fiesesten Elvis-Imitators der Welt fehlt alten Fans hier sehr. Es lohnt sich jedoch der Kauf, wenn man akzeptiert, dass Danzig nunmal heiser geworden ist ;), und nicht mehr singen an, wie vor 10 Jahren. Einen wirklich schwachen Song findet man hier nicht. Insgesamt kann man sagen: die Riffs fetzen, und die Refrains sind auch besser, als sie gesungen werden. Ein hartes und schweres Album, dass ein paar Durchläufe braucht, um seine ganze Klasse zu entfalten.&lt;BR&gt;Danzigs Motto 2003 könnte folgendes sein: 48 Jahre, schon verdammt heiser, aber kein bisschen leiser."
"B00004U68B","4","0","2003-10-24","weyoun9","für fans empfehlenswert","auch wenn diese Mogwai-CD nich ganz an die anderen heranreicht (vor allem, weil sie auch sehr kurz ist), ist sie dennoch ein Pflichtkauf für Mogwai-Fans auch aufgrund des niedrigen Preises. Einsteiger sollten aber eher zur neuen &quot;Happy Music For Happy People&quot; greifen."
"B0000DYMRN","5","2","2004-04-23","stefanul","Wahnsinns-Stimme und schöne Musik","Auch ich bin über die Roy Hargrove-Platte zu Anthony Hamilton gekommen - so eine Stimme hört man selten. Als ich dann diese Platte zum ersten Mal hörte, war ich gleich total geflasht. Zwar ist sie wirklich nicht so jazzig und innovativ wie die der Neo-Soul-Vertreter, aber die Titel, die hier zu finden sind, sprechen für sich selbst. Es gibt schöne Melodien, soulige Harmonien, coole Grooves und über allem Anthonys einzigartiges Organ!! Die CD ist sauber produziert, was ich bei dieser Musik sehr wichtig finde; Fazit: Kaufen, das Ding ist sein Geld wert!! Außerdem gibts zwei Überraschungen (zumindest für meine Begriffe): die Nummern &quot;Lucille&quot; und &quot;Chyna Black&quot; fallen total aus dem sonstigen Albumkonzept raus, und das gibt dem Ganzen die nötige Würze."
"B0000DYMRN","5","7","2004-04-17","tsharma","KEIN NEO-SOUL...","&quot;...wem gehört diese Stimme???&quot;, fragte ich mich, als ich die Roy Hargrove-CD &quot;The RH-Factor&quot; hörte. Hargrove, bekannt als Gasttrompetenmann von D`Angelo, Erykah Badu und Konsorten, engagierte Hamilton für seine letzte Cd für einen Track - dort klingt dieser wie ein 60 Jahre alter Soulsänger, zumindest beim ersten Hören. Nach erneuetem Hören fing ich an diese Stimme zu lieben und schaute dann im Netz nach diesem Künstler. Dort fand ich zum einen eine interessante Biographie zu diesem Menschen, wusste seitdem aber auch, dass er Ende 2003 dieses Album heraus gebracht hatte!&lt;P&gt;So, jetzt zum Album selbst! Anthony Hamilton ist nicht nur mit einer genialen Stimme gesegnet, sonder hat auch in Sachen Songwriting einiges zu bieten. Die ersten beiden Songs kommen noch ein bischen gewöhnlich rüber, sehr nach gutem R&amp;B klingend. Dann aber spätestens mit dem Song 4 &quot;Charlene&quot; ist klar, dass Hamilton viel mehr kann, als die Hüfte zum Schaukeln zu bringen, sondern glänzt beim Singen von sanften, gefühlvollen Soulsongs, die unter die Haut gehen, fern vom R.Kelly-Geschleime, eingespielt, so wie ich das beurteilen kann, alles mit richtigen Instrumenten. &lt;BR&gt;Produziert hat das Ganze Jermaine Dupri, der auch ein Paar Songs auf Alicias Debut &quot;Songs in A Minor&quot; das gewisse Etwas verlieh!&lt;P&gt;Der Titeltrack rockt noch mal so richtig, und etwas in dieser Richtung habe ich selten gehört. Das Klavier klingt dirty, die Gitarre schrebbelt hier und da - bei den meisten Songs, wurde hier präzise daraufgeachtet, dass nicht alles so &quot;schön&quot; klingt, um den Soul der Strasse wiederzuspiegeln, plus Retro-Feeling! &lt;BR&gt;An anderer Stelle klingt er wie Tracy Chapman bei dem Mid-Tempo-Song &quot;Chyna Black&quot;, und bei Schlusssong &quot;I Tried&quot; sind die Instrumente fast so genial arrangiert wie bei D'Angelos &quot;How does feel&quot; zumindest vom Feeling!&lt;P&gt;Die Texte behandeln Themen wie Strassenleben, Alkohol/Dorgenprobleme von Bekannten, Glaube aber vor allemLiebe.&lt;BR&gt;Anthony Hamilton ist zwar nicht so innovativ wie D'Angelo und auch nicht so abgedriftet wie Erykah Badu, dafür liefert jener hochwertige Soulmusik(ohne vom Wort Neo-Soul sprechen zu müssen), komplexe Songstrukturen, die für jeden Musikliebhaber und Musiker was hergeben und einen &quot;cleanen Spirit&quot; in den Songs (für die, die verstehen was ich meine!!!), die wirklich beeindruckent einfühlsam eingesungen worden sind!&lt;BR&gt;Jetzt frage ich mich nur noch, warum Hamilton bei uns noch so unbekannt ist, denn fast jeder Track auf dieser Cd könnte eine potenzielle Single sein!&lt;BR&gt;Viel Spass beim Kaufen!"
"B00063F7OK","5","5","2005-03-19","collie_12feldmann","super","Als ich hörte das es eine neue DVD von Shania Twain gibt musste ich sie mir sofort kaufen. Da ich keine bestimmten Erwartungen hatte wurde ich nicht überrascht wie gut diese DVD ist. Für Leute die kein Englisch sprechen und verstehen ist es ein kleiner Nachteil, da die Intervies und zwischen den Liedern gesprochene Text auf Englisch sind und es keine Untertitel gibt. Aber ich kann sagen das es für jeden Shania Twain fan ein muss ist diese DVD zu besitzen."
"B0006O9M9A","5","0","2005-04-13","sascha667","ROCK &amp; ROLL ÜBERDOSIS!!!","Also die Vergleiche mit Thin Lizzy oder Social Distortion im Bandinfo haben mich erst sehr skeptisch gemacht, was sich dann aber bei Track 1, Excuse Me, sofort änderte. Denn auch wenn das ganze Punk&amp;Roll Genre schon ziemlich ausgelutscht ist, so haben die Holländer von Judasville ihren eigenen Sound, und der hat es verdammt nochmal in sich. Wer Songs wie 99 Bad Angels oder King Of Lies nichts abgewinnen kann, der darf sich ab heute nicht mehr Rockfan schimpfen, ist das klar? Charismatischer Gesang, hammermäßige Leadgitarre, tolle Melodien und einfach nur geile Sing-A-Long-Refrains sollten aber eigentlich jeden überzeugen und wie es sich für zukünftige Rockstars gehört, fehlt natürlich auch das obligatorische Titten-Cover nicht... So soll es sein, so haben wir es gern, und darum: KAUFEN!!!"
"B0002ZUIMI","4","2","2004-10-27","phreno_austria","wolfgang schlögel aka i-wolf","die erste i-wolf war im vergleich zur neuen unabhängiger, homogener und eigenständiger. &lt;P&gt;auf seinem neuen album lehnt sich wolfgang schlögel mehr an die pluralität der sofa surfers an und arbeitet mit einer großen zahl an gastvokalisten. die stilistische bandbreite ist enorm und reicht von hip hop über balkansounds bis hin zu ragga, dub einflüssen und einem interessanten gastspiel des happy-mondays-sängers shaun ryder. im vergleich zu den sofa surfers ist das ganze ding etwas electrischer, multikultiger und weniger dubbig. &lt;P&gt;mir persönlich gefällt i-wolf's erste platte ob ihrer homogenität besser, jedoch muß sein neues werk auf jeden fall als weiterentwicklung angesehen werden."
"B000BJRJ4A","5","3","2005-10-23","guest","Gänsehautstimmung gepaart mit Lebensfreude","Zu dem überwältigenden Konzert der Annie Lennox in Hamburg schrieb ein Kritiker,nach drei Songs hätte sie auch Hänschenklein singen können,das Publikum lag ihr zu Füßen...nun ja,die Begabung dieser Frau ist wirklich umwerfend,eine Stimme,ein Ausdruck in Perfektion ,und das auch bei diesem Popsong,den man auch unbedingt in der Album-Version hören sollte,da kommt die ganze Bandbreite ihrer Stimme zur Geltung (und auch unbedingt das neue &quot; was it just another Loveaffair&quot;...anhören!!!...zauberhaft )"
"B000BJRJ4A","5","7","2005-09-29","antonih","starkes comeback !","wow ! das erste mal, als ich diesen song hörte, bliess er mich fast weg ! annies stimme düst die tonleiter nur so rauf und runter, dass mir die spucke wegbleibt !&lt;BR&gt;die frau wird immer besser - faszinierend !&lt;BR&gt;der song erinnert mich irgendwie an ihren grossen hit SWEET DREAMS. ob das jetzt kalkulierte absicht der beiden war - ich weiss es nicht...aber eines weiss ich: KAUFEN KAUFEN KAUFEN !&lt;BR&gt;typischer cooler eurythmics-sound mit einer grandiosen annie ! was will man mehr ?!"
"B0000C8X6E","5","2","2004-09-02","guest","Garnier Pur","Ich höre und achte seit Jahren den Sven Väth aus Frankreich...&lt;BR&gt;Die CD-Box ist einfach nur genial, weil man sich über verschiedene Stilrichtungen erfreuen kann!&lt;BR&gt;Hört man auf der ersten CD richtig geilen alten Acid, so kann man sich auf CD 2 über einen zügigeren geilen mix aus Detroit erfreuen der einfach nur Rockt!&lt;BR&gt;Wer es ein bisschen Chilliger mag, sollte sich auf jeden Fall CD 3 anhören.Hier erwartet einen ein mix aus Chill-out und Französischer Filmmusik!&lt;BR&gt;Und wer dann noch nicht genug hat, kann sich die 2'er Box noch dazu bestellen.Hier hört man dann die Mixe aus dem Rex und den Radio Mix!!!&lt;BR&gt;Faszit: Leute mit Interesse an Elektronischer Tanzmusik kommen voll auf ihre Kosten!"
"B00065VU7G","5","4","2004-11-22","skittles79","Super!","Ich finde die CD wirklich sehr schön, sie wirkt sehr beruhigend und ist auf jeden Fall schön zum Kuscheln für einen gemütlichen Winterabend. ;-)"
"B0000C8X6E","5","6","2003-10-21","marchrms","Ist schon Weihnachten ?","Zunächst ein Hinweis an alle Käufer: Wer diese CD käuft , braucht Platz im Regal , den dieses Paket ist 3,5 cm dick. Doch nicht nur die Verpackung ist imposant , auch der Inhalt hat es in sich. 3 CD's mit 3 unterschiedlichen Mixen von Laurent , jeder total anders.&lt;BR&gt;CD 1: Sonar Festival Juni 2000&lt;BR&gt;Laurent &quot;back to the Roots&quot;. Hier gibts Geschichtsuntericht. Alte Acid &amp; Chicago Trax Platten , gewürzt mit alten Vocal House Sachen. Nenn es Old School , nenn es Klassiker. Ein solches Set hätte sich höchstens noch DJ Hell getraut.&lt;BR&gt;CD 2: Detroit Dezember 2002&lt;BR&gt;Laurent in der Stadt , wo (unter anderen) alles began. Am Anfang ungewohnt hart &amp; sehr viel Techno , in der zweiten Hälfte der Sound der Stadt. Dieser Mix gefällt mir am besten , da er sehr Abwechslungsreich ist.&lt;BR&gt;CD 3: PBB Mix&lt;BR&gt;Laurent eigenes Internet Radio im Keller Seines Hauses. Diese Set ist sehr ungewohnt. Chill &amp; Downbeat Musik gepaart mit Französicher Filmmusik. Sehr anders - man braucht hier Zeit zum reinhören.&lt;BR&gt;Fazit: KAUFEN !!! Diese Paket muß in jede halbwegs anständige Techno Sammlung , auch wenn der Preis dafür etwas hoch ist. Neben drei CD's (sowie Platz für zwei weitere) gibt es noch ein sehr schönes dickes Heft mit Linernotes zu jedem Set. Weihnachten ist dieses Jahr also schon im Oktober."
"B000AXWD4S","4","6","2005-10-05","guest","Toll -aber leider...","Erstmal zum Positiven:&lt;BR&gt;Hier sind zwei VHS-Tapes aus den Jahren 83 &amp; 84 auf einer DVD zusammen gefasst.Wahre DIO-Fans werden die Orginale ihr eigen nennen!&lt;BR&gt;Der Sound ist wirklich FANTASTISCH!Was man aus diesen Aufnahmen&lt;BR&gt;herausgeholt hat grenzt an Zauberei!&lt;BR&gt;Beim Bild ist das nicht so toll gelungen,aber es ist nicht viel&lt;BR&gt;schlechter als auf `EVIL OR DIVINE'(keine Kunst!!!)!&lt;BR&gt;DIO &amp; Band sind in bester Spiellaune und das Orginal-Line-up&lt;BR&gt;(DIO,Campbell,Appice,Bain)ist natürlich auch ein Plus!&lt;BR&gt;ABER LEIDER:&lt;BR&gt;Bei beiden Konzerten fehlt ein Track (Überschneidungen),was besonders beim 83er Konzert schade ist(es fehlt die beste Version von `Heaven&amp;Hell die es je gab)!&lt;BR&gt;Das an sich interessante Interview (24 Minuten) kommt ohne&lt;BR&gt;Untertitel-wieso bei einem Majorlabel?&lt;BR&gt;Ach ja-ACHTUNG NTSC!!!&lt;BR&gt;Trotzdem ein Pflichtkauf für alle Metal-Fans-und wegen der fehlendenSongs-es gibt ja noch die Tapes!"
"B0007SK9OM","5","1","2005-10-15","ruglub","Weniger als 5 Sterne sind ein schlechter Witz !!!","Als ich diese dritte CD von I Am Kloot vor über einem halben das erste Mal gehört habe, bin ich wie einige der anderen Rezensenten auch von den Eindrücken der ersten beiden Alben ausgegangen, hatte dadurch eine ganz andere Erwartungshaltung. Davon ausgehend kann man sicherlich etwas enttäuscht sein, weil die Songs damals irgendwie jazziger (oder einfach etwas anders) klangen, jedoch teilweise schon das selbe Garagenflair hatten wie &quot;Gods and Monsters&quot;!! Wer sich davon aber lösen kann und der neuen CD die Chance gibt, die sie absolut verdient hat, wird feststellen, dass die Musik dieser Band immer noch unglaublich gut, weil wirklich originell, atmosphärisch, hochmelodisch und vor allen Dingen nie langweilig instrumentiert. Es gibt immer wieder Überraschungen in ihren Kleinkunstwerken, die mal schneller, mal langsamer sind, aber immer wunderschön und voller Spielfreude.&lt;BR&gt;Deshalb kann ich die Bewertungen einiger anderer Rezensionen wirklich überhaupt nicht verstehen. Diese CD (noch lohnenswerter ist ihre CD+DVD-Ausgabe) ist selbst nach dem hundertsten Durchhören immer noch eine Klasse für sich in der heutigen Musikwelt - sie ist eben nur etwas ANDERS als die ersten Alben, die ich genauso toll finde wie dieses!! Man muss Bands einfach die Chance geben, sich zu entwickeln oder zumindest zu verändern, solange etwas Gutes dabei herauskommt (und das ist hier allemal der Fall), sonst bekommt man über Jahre immer nur die gleiche Kost vorgesetzt, und das kann ganz schön langweilig werden. Also Leute: FAIR BLEIBEN !!!"
"B0007SK9OM","3","0","2005-09-25","khhaub","schade eigentlich...","... aber es war ja unwahrscheinlich, dass I am kloot ihr gleichnamiges Album mit Gods and Monsters übertreffen können. Versteht mich nicht falsch! Gods and Monsters ist kein schlechtes Album, ein ziemlich gutes sogar. Aber man merkt erst beim hören von Gods and Monsters, wie brilliant der Vorgänger war. Da ist G&amp;M einfach manchmal zu laut, ja man muss es so ausdrücken, die einfache, leise, schlichte Eingängigkeit von Liedern wie &quot;Proof&quot;, &quot;From your favourite sky&quot; oder &quot;Strange arrangement of colour&quot; vom Vorgänger, fehlt hier. Egal, trotzdem freut es mich frisches Material zu hören und auf ihre baldige Tour zu gehen."
"B0007SK9OM","5","1","2005-06-10","sisterdew","Vergesst Coldplay &amp; Co...","Vielleicht ist das dritte Album nicht ganz so famos, wie die beiden Vorgänger, aber dennoch haben I AM KLOOT mit ¿Gods &amp; Monsters&quot; nichts an ihrer Power und Kreativität eingebüßt. &lt;BR&gt;John Bramwells exzellentes Songwriting und seine markante Stimme machen fast jeden Song zu einem Ereignis. Und wie bei jeder herausragenden Band, besticht auch bei I AM KLOOT das fabelhafte/abwechslungsreiche Schlagzeug. Der inflationäre Hype um viele britische Bands (wie beispielsweise Coldplay oder Radiohead) ist bezeichnend, wenn man I AM KLOOT so wenig Beachtung schenkt. Anspieltipps: ¿No Direction Home&quot; und ¿I Believe&quot;.&lt;BR&gt;Empfehlen will ich uneingeschränkt natürlich auch die beiden Vorgängeralben! Und wer die Gelegenheit hat, die Band live zu sehen, sollte sie nutzen! Einfach klasse!!!"
"B00004WSAN","4","0","2001-11-23","ingolf_ballaballa","gute maxi, aber nur drei lieder","diese maxi zu einem wohl bekanntesten und beliebtesten hit von erasure hat leider nur drei songs, was im schnitt wenig ist für single-auskopplungen der band. deshalb gibt es auch noch eine zweite cd mit drei weiteren remixes von &quot;always&quot;. die erste version ist eine poppige, im stil etwas an ace-of-base in &quot;the bridge&quot; erinnernde version. das zweite lied ist eigentlich nur eine lange version des klassikers, wobei der dritte track ein lied ist, das bisher nicht auf einem album erschienen ist. es ist ein reines instrumental-stück ohne gesang, dafür aber richtig schön und melancholisch. dennoch sollten nur fans diese cd kaufen!"
"B00065VU7G","4","2","2004-11-15","keepout4","Sehr schön","Also ich muss zugeben als ich die CD das erstemal durchgehört habe, war ich etwas entäuscht. Aber schon nach dem 2. mal fand ich sie gut und sie gefällt mir immer besser. Minnie hat wirklich eine gute Stimme, ein Hauch Norah Jones (wie schon erwähnt). Für Britney, Christina, Beyonce u.s.w. Fans, ist die CD allerdings eher nichts."
"B00095MRBQ","3","3","2005-06-29","gerrit23","Naja...","Ist prinzipiell eher nur Werbung, unterhaltsam, aber die 19 euren meiner Meinung nach nich wert, weil keine wirklichen Interviews drauf sind....für Berliner aber sicherlich lohnenswert!"
"B000002TXE","5","2","2000-11-08","guest","Das rockt wie Hulle!","Wenn man diese CD gehört hat, muß man die drei Jungs von Supergrass einfach lieben! Musik der 60er/70er kommt daher mit überraschend wundersamen Songwriting. Dennoch sei gesagt: Melancholisch-depressive Gemüter können mit dieser CD voll Lebensfreude meist nicht viel anfangen."
"B0007VCV68","1","1","2005-05-27","novalisudo","Plastik","Tja Freunde das Dünnbiers...auch unplugged wird aus den Mädels keine Rockband.&lt;BR&gt;Auf heavy getrimmter Plastik-Pop ist auch dann keine Rockmusik, wenn die darbietenden Musikerinnen knackig aussehen."
"B0007VCV68","5","3","2005-03-16","nadia-scaricamazza","Gut, besser, Vanilla Ninja","Ohne Wenn und Aber der nächste Top Hit dieser Ausnahmegruppe. Vanilla Ninja ist im Moment das Maß der Dinge!"
"B0000AISVA","5","4","2003-08-12","isehrsam","Hörgenuß!","Ich weiß ja nicht, wer die neue CD schon hat und wie sie bei anderen ankommt.... Ich habe sie mir jedenfalls gestern gekauft und bin restlos begeistert!!!! Eine wunderschöne Mischung zwischen alten und neuen Songs, klasse arrangiert und wie immer passend auf James, Niall und Matthew abgestimmt. Auch die Dubliners kommen gut zur Geltung, indem sie die Stimmen der Tenöre untermalen und einen harmonischen Klang hervorzaubern. Mein absoluter Favorit dieser neuen CD ist neben dem erinnerungsträchtigen &quot;Phil the Fluter's Ball&quot; (von den Konzerten im letzten Jahr) mit Sicherheit &quot;The Fields of Athenry&quot;, das die Stimmen jedes einzelnen harmonisch zu einem Hörgenuß der besonderen Art vereinigt! Das Dublinia Medley ist witzig und rhythmisch gestaltet und erinnert mich stark an die Live-Sessions in unserem Pub... Es ist mitreißend und es ist eine gute Mischung gelungen!! &quot;Whiskey in the Jar&quot;, ein weiteres typisches Publied, wird hier in einer sehr schnellen Version vorgetragen und ich bin schon auf die Live-Version während der nächsten Tour gespannt... vor allem, ob die Zuschauer bei dieser Geschwindigkeit mit dem Mitklatschen noch mitkommen. Das verspricht spannend zu werden!!!&lt;BR&gt;Mit der Live-Version von &quot;Remember me/ Recuerdame&quot; ist ein krönender Abschluß einer wunderschönen und hörenswerten CD gelungen, die wohl nur durch ein Konzert der drei Tenöre aus Irland übertroffen werden kann! Ich kann das Album daher allen, die irische Musik mögen, nur wärmstens empfehlen!!!"
"B0000630XI","3","1","2002-10-03","hb-tass","Schade, das war nix!","Naja ich dachte ich gebe dem Album ein bißchen Zeit, manchmal muß man sich ja erstmal reinhören den songs ne Chance geben. Aber hier, nun ein gutes halbes Jahr nach VÖ, ist das Album immer noch so mittelmäßig wie beim ersten hören. Die Gitarrenriffs sind derart simpel, daß man es fast nicht glauben kann. Jede Schülerband kann da konkurrieren. Wenn simpel dann weningstens kreativ? Nö auch nicht, schlimmer noch Kiss the skull ist doch deutlich an Mansons Beautiful People angelehnt. Elektronische Elemente gibt es nun im Gegensatz zu Danzig 5+6 gar nicht mehr. Wobei doch gerade D6 eine wirkliche gelungene Produktion war. Überhaupt sollte Danzig sich mal überlegen wieder mit einem fähigen Produzenten zusammenzuarbeiten. Rubin mag zwar ein Sack sein aber die Qualität von 1-4 spricht für sich. Auf diesem Album geht Danzigs Stimme teilweise im langweiligen überproduziertem Sound verloren. Highlights sind Black Mass, Coldest Sun, Witout Light I am, der Rest ist fast nur fill.&lt;BR&gt;Schade, für mich heißt es warten auf D8 und hoffen auf nen guten Produzenten an Danzigs Seite. Danzigs längjähriger Drummer Joey Castillo hat übrigens im September diesen Jahres nach der US Tour die Band verlassen und trommelt nun bei Queens of the Stone Age."
"B0007VCV68","5","3","2005-03-12","saschakramer","Wunderschoen!","Diese Version ist was ganz besonderes und darf in keiner guten Plattensammlung fehlen! Wunderschoen inszeniert zeigt es die Gruppe von ihrer sanften Seite. Klarer Kauf!"
"B0000630XI","3","2","2002-08-05","boris26","Nun ja...","Das war also sein neuestes Output. Objektiv betrachtet muß man dem neuen Album wenigstens eins zugestehen: Mut zur Eigenständigkeit. Das wars aber auch schon. Die meisten Songtitel&lt;BR&gt;(God of light,wicked pussycat,liberskull,kiss the skull und I Luciferi) sind sehr einfach gebaut und haben so eigentlich gar nichts mehr mit dem klassischen, bluesig angehauchten Hardrock zu tun, den Glenn früher so anspruchsvoll komponierte. Einige wenige Höhepunkte stellen Songs wie Whitout light, i am, und the coldest sun dar. Dieses sind die einzigsten, bei denen man Glenns wunderschöne Stimme einigermaßen wieder warnehmen kann. Ich hätte diesem Album gern 4 Sterne verpaßt, aber bei diesem Output fehlt einfach dermaßen die unverwechselbare Stimme von Glenn daß ich mich nur auf 3 Sterne beschränke."
"B00006J677","5","2","2003-02-25","garynuman","Ich, der Richter","Eines der am gröbsten unterschätzten Alben des Meisters, wie ich finde. Da Gary das Songmaterial der Jahre 1981-1993 dem Publikum nicht mehr zu Gehör bringt, obliegt es mir, für die Ehrenrettung zu sorgen: Die drei ulkigerweise Dancefloor-orientierten Singles &quot;We Take Mystery&quot; (in der klasse extended version), &quot;White Boys &amp; Heroes&quot; und &quot;Music for Chameleons&quot; funktionieren nach wie vor als hervorragender, nicht seichter Wavepop. Unter den restlichen Tracks findet sich keine einzige Schwachstelle. &quot;A Dream of Siam&quot; gehört zu Numans merkwürdigsten, unheimlichen, sehr stimmungsvollen Songs; mit sehr irritierenden Blubbersynthis im Finale. Unwiderstehlich. &quot;The 1930's Rust&quot; zeigt ihn als fingerclickin' Salonlöwen. &lt;BR&gt;Auch diese Edition beschenkt den Hörer wieder mit hervorragenden Extra-Tracks: &quot;Noise Noise&quot; ist und bleibt eine seiner absoluten Spitzenarbeiten und hat sich als solche ja auch bis in die 90er in seine Live-Sets geschlichen. &quot;The Image Is&quot;... was soll ich sagen? Das kann nur er."
"B0009V2D14","4","1","2005-06-22","blyhgl","Dancehall Ragga mit African Fuji-Roots","Auf ¿Fuji Satisfaction&quot; mischen sich Fuji-Styles, das sind westafrikanische Clubsounds mit Yoruba-Trommeln und arabisch klingenden Gesangslinien und der westliche Afrobeat-HipHop von Adé Bantu. &lt;BR&gt; &lt;BR&gt;Für das Album ist Adé Bantu nach Lagos, Nigeria gefahren und hat dort den Fuji-Star Ayuba Adewale mit seinem elfköpfigen Orchester für Aufnahmen ins Studio geholt. Mit dabei ist auch der Ex-Afrika 70 Gitarrist Oghene Kologbo, den Afrobeat-Fans aus der Band von Fela Kulti kennen und der für viel zu dem tanzbaren Grooves auf dem Album beiträgt.&lt;BR&gt; &lt;BR&gt;Einer der Highlights von Fuji -Satisfaction ist der Titel &quot;Where di Water, where di Lighter?&quot;, ein treibender Dancesong mit tiefen Drumloops und origineller ¿japanischer&quot; Hookline, kommt wie ein HipHop-Afro-Disco-Song auf einem Flamenco-Riddim rüber. &lt;BR&gt; &lt;BR&gt;Die Lyrics gehen - wie von Brothers Keepers Initiator Adé nicht anders zu erwarten - in eine bewußte bis politische Richtung. Wenn auch einige nicht verständlich sind da teilweise im Pidginstil gesungen wird.&lt;BR&gt; &lt;BR&gt;Einen schöner Videoclip mit Bildern aus Lagos und dem Skindles-Club von Ayuba ist als Bonus mit dabei, das farbige Booklet liefert viel Hintergrundinfo zu den Projekt. &lt;BR&gt; &lt;BR&gt;Alles in allem ein cooles Album für lange Sommernächte und eine Neuentdeckung für Dancehall und Afrobeat-Fans."
"B000003GGP","4","3","2002-04-17","axel02","Die zweitbeste Sara K. CD","Wenn &quot;If I Play on Words&quot; nicht meine Lieblings-CD von Sara K. wäre, dann diese hier. Technisch und musikalisch vom Feinsten, einfach nur zum Reinhören. Wer Musik abseits von Schmuse- oder Techno-Konventionen sucht, einfach nur ein Stück handgemachtes vom Feinsten, der ist mit dieser CD gut bedient."
